Gender,Total Count,Sch_Div
Male,392,Frederick County Middle Frederick County Public Schools
Female,218,Gainesboro Elementary Frederick County Public Schools
Male,224,Gainesboro Elementary Frederick County Public Schools
Female,304,Greenwood Mill Elementary Frederick County Public Schools
Male,290,Greenwood Mill Elementary Frederick County Public Schools
Female,204,Indian Hollow Elementary Frederick County Public Schools
Male,187,Indian Hollow Elementary Frederick County Public Schools
Female,692,James Wood High Frederick County Public Schools
Male,746,James Wood High Frederick County Public Schools
Female,412,James Wood Middle Frederick County Public Schools
Male,406,James Wood Middle Frederick County Public Schools
Female,238,Jordan Springs Elementary Frederick County Public Schools
Male,275,Jordan Springs Elementary Frederick County Public Schools
Female,282,Middletown Elementary Frederick County Public Schools
Male,288,Middletown Elementary Frederick County Public Schools
Female,779,Millbrook High Frederick County Public Schools
Male,743,Millbrook High Frederick County Public Schools
Female,231,Orchard View Elementary Frederick County Public Schools
Male,238,Orchard View Elementary Frederick County Public Schools
Female,275,Redbud Run Elementary Frederick County Public Schools
Male,300,Redbud Run Elementary Frederick County Public Schools
Female,408,Robert E. Aylor Middle Frederick County Public Schools
Male,434,Robert E. Aylor Middle Frederick County Public Schools
Female,772,Sherando High Frederick County Public Schools
Male,830,Sherando High Frederick County Public Schools
Female,189,Stonewall Elementary Frederick County Public Schools
Male,179,Stonewall Elementary Frederick County Public Schools
Female,423,Hugh Mercer Elementary Fredericksburg City Public Schools
Male,450,Hugh Mercer Elementary Fredericksburg City Public Schools
Female,496,James Monroe High Fredericksburg City Public Schools
Male,531,James Monroe High Fredericksburg City Public Schools
Female,367,Lafayette Elementary Fredericksburg City Public Schools
Male,435,Lafayette Elementary Fredericksburg City Public Schools
Female,64,Walker-Grant Early Childhood Center Fredericksburg City Public Schools
Male,76,Walker-Grant Early Childhood Center Fredericksburg City Public Schools
Female,369,Walker-Grant Middle Fredericksburg City Public Schools
Male,413,Walker-Grant Middle Fredericksburg City Public Schools
Female,348,Galax Elementary Galax City Public Schools
Male,315,Galax Elementary Galax City Public Schools
Female,193,Galax High Galax City Public Schools
Male,181,Galax High Galax City Public Schools
Female,145,Galax Middle Galax City Public Schools
Male,173,Galax Middle Galax City Public Schools
Female,374,Eastern Elementary/Middle Giles County Public Schools
Male,370,Eastern Elementary/Middle Giles County Public Schools
Female,361,Giles High Giles County Public Schools
Male,341,Giles High Giles County Public Schools
Female,410,Macy Mcclaugherty Elementary/Middle Giles County Public Schools
Male,409,Macy Mcclaugherty Elementary/Middle Giles County Public Schools
Female,413,Narrows Elementary/Middle Giles County Public Schools
Male,427,Narrows Elementary/Middle Giles County Public Schools
Female,224,Narrows High Giles County Public Schools
Male,202,Narrows High Giles County Public Schools
Female,229,Abingdon Elementary Gloucester County Public Schools
Male,226,Abingdon Elementary Gloucester County Public Schools
Female,231,Achilles Elementary Gloucester County Public Schools
Male,199,Achilles Elementary Gloucester County Public Schools
Female,220,Bethel Elementary Gloucester County Public Schools
Male,275,Bethel Elementary Gloucester County Public Schools
Female,256,Botetourt Elementary Gloucester County Public Schools
Male,306,Botetourt Elementary Gloucester County Public Schools
Female,737,Gloucester High Gloucester County Public Schools
Male,805,Gloucester High Gloucester County Public Schools
Female,292,Page Middle Gloucester County Public Schools
Male,311,Page Middle Gloucester County Public Schools
Female,323,Peasley Middle Gloucester County Public Schools
Male,304,Peasley Middle Gloucester County Public Schools
Female,150,Petsworth Elementary Gloucester County Public Schools
Male,189,Petsworth Elementary Gloucester County Public Schools
Female,144,Byrd Elementary Goochland County Public Schools
Male,156,Byrd Elementary Goochland County Public Schools
Female,187,Goochland Elementary Goochland County Public Schools
Male,175,Goochland Elementary Goochland County Public Schools
Female,409,Goochland High Goochland County Public Schools
Male,455,Goochland High Goochland County Public Schools
Female,292,Goochland Middle Goochland County Public Schools
Male,316,Goochland Middle Goochland County Public Schools
Other,1,Goochland Middle Goochland County Public Schools
Female,231,Randolph Elementary Goochland County Public Schools
Male,230,Randolph Elementary Goochland County Public Schools
Female,63,Fairview Elementary Grayson County Public Schools
Male,86,Fairview Elementary Grayson County Public Schools
Female,130,Fries Elementary Grayson County Public Schools
Male,137,Fries Elementary Grayson County Public Schools
Female,207,Grayson County High Grayson County Public Schools
Male,246,Grayson County High Grayson County Public Schools
Female,59,Grayson Highlands Grayson County Public Schools
Male,79,Grayson Highlands Grayson County Public Schools
Female,149,Independence Elementary Grayson County Public Schools
Male,123,Independence Elementary Grayson County Public Schools
Female,129,Independence Middle Grayson County Public Schools
Male,122,Independence Middle Grayson County Public Schools
Female,167,Nathanael Greene Elementary Greene County Public Schools
Male,162,Nathanael Greene Elementary Greene County Public Schools
Female,183,Nathanael Greene Primary Greene County Public Schools
Male,190,Nathanael Greene Primary Greene County Public Schools
Female,253,Ruckersville Elementary Greene County Public Schools
Male,275,Ruckersville Elementary Greene County Public Schools
Female,458,William Monroe High Greene County Public Schools
Male,497,William Monroe High Greene County Public Schools
Female,332,William Monroe Middle Greene County Public Schools
Male,380,William Monroe Middle Greene County Public Schools
Female,82,Belfield Elementary Greensville County Public Schools
Male,81,Belfield Elementary Greensville County Public Schools
Female,236,Edward W. Wyatt Middle Greensville County Public Schools
Male,253,Edward W. Wyatt Middle Greensville County Public Schools
Female,287,Greensville County High Greensville County Public Schools
Male,294,Greensville County High Greensville County Public Schools
Female,393,Greensville Elementary Greensville County Public Schools
Male,411,Greensville Elementary Greensville County Public Schools
Female,69,Clays Mill Elementary Halifax County Public Schools
Male,88,Clays Mill Elementary Halifax County Public Schools
Female,279,Cluster Springs Elementary Halifax County Public Schools
Male,243,Cluster Springs Elementary Halifax County Public Schools
Female,707,Halifax County High Halifax County Public Schools
Male,723,Halifax County High Halifax County Public Schools
Female,527,Halifax County Middle Halifax County Public Schools
Male,494,Halifax County Middle Halifax County Public Schools
Other,1,Halifax County Middle Halifax County Public Schools
Female,87,Meadville Elementary Halifax County Public Schools
Male,88,Meadville Elementary Halifax County Public Schools
Female,104,Scottsburg Elementary Halifax County Public Schools
Male,110,Scottsburg Elementary Halifax County Public Schools
Female,84,Sinai Elementary Halifax County Public Schools
Male,93,Sinai Elementary Halifax County Public Schools
Female,284,South Boston Elementary Halifax County Public Schools
Male,326,South Boston Elementary Halifax County Public Schools
Female,34,South Boston/Halifax Early Learning Center Halifax County Public Schools
Male,67,South Boston/Halifax Early Learning Center Halifax County Public Schools
Female,88,Sydnor Jennings Elementary Halifax County Public Schools
Male,97,Sydnor Jennings Elementary Halifax County Public Schools
Female,235,A.W.E. Bassette Elementary Hampton City Public Schools
Male,230,A.W.E. Bassette Elementary Hampton City Public Schools
Female,257,Aberdeen Elementary Hampton City Public Schools
Male,242,Aberdeen Elementary Hampton City Public Schools
Female,184,Albert W. Patrick III Elementary Hampton City Public Schools
Male,208,Albert W. Patrick III Elementary Hampton City Public Schools
Female,256,Alfred S. Forrest Elementary Hampton City Public Schools
Male,251,Alfred S. Forrest Elementary Hampton City Public Schools
Female,148,Armstrong Elementary Hampton City Public Schools
Male,118,Armstrong Elementary Hampton City Public Schools
Female,171,Barron Elementary Hampton City Public Schools
Male,188,Barron Elementary Hampton City Public Schools
Female,471,Benjamin Syms Middle Hampton City Public Schools
Male,502,Benjamin Syms Middle Hampton City Public Schools
Female,949,Bethel High Hampton City Public Schools
Male,866,Bethel High Hampton City Public Schools
Female,337,C. Alton Lindsay Middle Hampton City Public Schools
Male,390,C. Alton Lindsay Middle Hampton City Public Schools
Female,184,Captain John Smith Elementary Hampton City Public Schools
Male,184,Captain John Smith Elementary Hampton City Public Schools
Female,361,Cesar Tarrant Middle Hampton City Public Schools
Male,352,Cesar Tarrant Middle Hampton City Public Schools
Female,180,Christopher C. Kraft Elementary Hampton City Public Schools
Male,232,Christopher C. Kraft Elementary Hampton City Public Schools
Female,214,Francis Asbury Elementary Hampton City Public Schools
Male,217,Francis Asbury Elementary Hampton City Public Schools
Female,322,Francis W. Jones Magnet Middle Hampton City Public Schools
Male,313,Francis W. Jones Magnet Middle Hampton City Public Schools
Female,673,George P. Phenix Elementary Hampton City Public Schools
Male,767,George P. Phenix Elementary Hampton City Public Schools
Female,649,Hampton High Hampton City Public Schools
Male,687,Hampton High Hampton City Public Schools
Female,550,Hunter B. Andrews Hampton City Public Schools
Male,576,Hunter B. Andrews Hampton City Public Schools
Female,215,Jane H. Bryan Elementary Hampton City Public Schools
Male,199,Jane H. Bryan Elementary Hampton City Public Schools
Female,823,Kecoughtan High Hampton City Public Schools
Male,789,Kecoughtan High Hampton City Public Schools
Female,224,Luther W. Machen Elementary Hampton City Public Schools
Male,225,Luther W. Machen Elementary Hampton City Public Schools
Female,178,Mary S. Peake Elementary Hampton City Public Schools
Male,242,Mary S. Peake Elementary Hampton City Public Schools
Female,131,Mary T. Christian Elementary Hampton City Public Schools
Male,135,Mary T. Christian Elementary Hampton City Public Schools
Female,156,Mary W. Jackson Elementary Hampton City Public Schools
Male,166,Mary W. Jackson Elementary Hampton City Public Schools
Female,115,Moton Early Childhood Center Hampton City Public Schools
Male,116,Moton Early Childhood Center Hampton City Public Schools
Female,188,Paul Burbank Elementary Hampton City Public Schools
Male,210,Paul Burbank Elementary Hampton City Public Schools
Female,198,Phillips Elementary Hampton City Public Schools
Male,199,Phillips Elementary Hampton City Public Schools
Female,525,Phoebus High Hampton City Public Schools
Male,738,Phoebus High Hampton City Public Schools
Female,228,Samuel P. Langley Elementary Hampton City Public Schools
