Sch_Div,Disadvantaged,Total Count
Virginia Hills Early Childhood Resource Center Fairfax County Public Schools,N,190
Virginia Hills Early Childhood Resource Center Fairfax County Public Schools,Y,21
Virginia L. Murray Elementary Albemarle County Public Schools,N,244
Virginia L. Murray Elementary Albemarle County Public Schools,Y,24
Virginia Middle Bristol City Public Schools,N,126
Virginia Middle Bristol City Public Schools,Y,360
Virginia Run Elementary Fairfax County Public Schools,N,401
Virginia Run Elementary Fairfax County Public Schools,Y,279
W.C. Taylor Middle Fauquier County Public Schools,N,323
W.C. Taylor Middle Fauquier County Public Schools,Y,132
W.E. Cundiff Elementary Roanoke County Public Schools,N,263
W.E. Cundiff Elementary Roanoke County Public Schools,Y,240
W.G. Coleman Elementary Fauquier County Public Schools,N,206
W.G. Coleman Elementary Fauquier County Public Schools,Y,112
W.O. Robey High Loudoun County Public Schools,Y,20
W.T. Cooke Elementary Virginia Beach City Public Schools,N,261
W.T. Cooke Elementary Virginia Beach City Public Schools,Y,266
W.W. Gordon Elementary Chesterfield County Public Schools,N,500
W.W. Gordon Elementary Chesterfield County Public Schools,Y,81
W.W. Robinson Elementary Shenandoah County Public Schools,N,452
W.W. Robinson Elementary Shenandoah County Public Schools,Y,563
Wakefield Forest Elementary Fairfax County Public Schools,N,610
Wakefield Forest Elementary Fairfax County Public Schools,Y,49
Wakefield High Arlington County Public Schools,N,"1,442"
Wakefield High Arlington County Public Schools,Y,"1,325"
Walker Upper Elementary Charlottesville City Public Schools,N,249
Walker Upper Elementary Charlottesville City Public Schools,Y,374
Walker-Grant Early Childhood Center Fredericksburg City Public Schools,N,75
Walker-Grant Early Childhood Center Fredericksburg City Public Schools,Y,65
Walker-Grant Middle Fredericksburg City Public Schools,N,435
Walker-Grant Middle Fredericksburg City Public Schools,Y,347
Wallace Middle Washington County Public Schools,N,273
Wallace Middle Washington County Public Schools,Y,182
Waller Mill Elementary York County Public Schools,N,346
Waller Mill Elementary York County Public Schools,Y,58
Walnut Hill Elementary Petersburg City Public Schools,N,148
Walnut Hill Elementary Petersburg City Public Schools,Y,377
Walter Herron Taylor Elementary Norfolk City Public Schools,N,198
Walter Herron Taylor Elementary Norfolk City Public Schools,Y,120
Waples Mill Elementary Fairfax County Public Schools,N,737
Waples Mill Elementary Fairfax County Public Schools,Y,99
Warhill High Williamsburg-James City County Public Schools,N,901
Warhill High Williamsburg-James City County Public Schools,Y,433
Warren County High Warren County Public Schools,N,544
Warren County High Warren County Public Schools,Y,307
Warren County Middle Warren County Public Schools,N,342
Warren County Middle Warren County Public Schools,Y,216
Warrenton Middle Fauquier County Public Schools,N,325
Warrenton Middle Fauquier County Public Schools,Y,56
Warwick High Newport News City Public Schools,N,737
Warwick High Newport News City Public Schools,Y,886
Wasena Elementary Roanoke City Public Schools,N,111
Wasena Elementary Roanoke City Public Schools,Y,104
Washington & Lee High Westmoreland County Public Schools,N,247
Washington & Lee High Westmoreland County Public Schools,Y,238
Washington District Elementary Westmoreland County Public Schools,N,191
Washington District Elementary Westmoreland County Public Schools,Y,184
Washington Mill Elementary Fairfax County Public Schools,N,224
Washington Mill Elementary Fairfax County Public Schools,Y,332
Washington-Henry Elementary Hanover County Public Schools,N,294
Washington-Henry Elementary Hanover County Public Schools,Y,73
Washington-Lee Elementary Bristol City Public Schools,N,75
Washington-Lee Elementary Bristol City Public Schools,Y,158
Washington-Liberty High Arlington County Public Schools,N,"1,686"
Washington-Liberty High Arlington County Public Schools,Y,865
Watauga Elementary Washington County Public Schools,N,360
Watauga Elementary Washington County Public Schools,Y,202
Waterford Elementary Loudoun County Public Schools,N,221
Waterford Elementary Loudoun County Public Schools,Y,11
Waterman Elementary Harrisonburg City Public Schools,N,179
Waterman Elementary Harrisonburg City Public Schools,Y,345
Waterview Elementary Portsmouth City Public Schools,N,269
Waterview Elementary Portsmouth City Public Schools,Y,349
Watkins Early Childhood Center Newport News City Public Schools,N,165
Watkins Early Childhood Center Newport News City Public Schools,Y,227
Waverly Yowell Elementary Madison County Public Schools,N,170
Waverly Yowell Elementary Madison County Public Schools,Y,181
Waxpool Elementary Loudoun County Public Schools,N,660
Waxpool Elementary Loudoun County Public Schools,Y,68
Wayne Hills Center Waynesboro City Public Schools,N,56
Wayne Hills Center Waynesboro City Public Schools,Y,89
Waynesboro High Waynesboro City Public Schools,N,473
Waynesboro High Waynesboro City Public Schools,Y,422
Waynewood Elementary Fairfax County Public Schools,N,644
Waynewood Elementary Fairfax County Public Schools,Y,18
Weber City Elementary Scott County Public Schools,Y,338
Weems Elementary Manassas City Public Schools,N,371
Weems Elementary Manassas City Public Schools,Y,260
Wenonah Elementary Waynesboro City Public Schools,N,67
Wenonah Elementary Waynesboro City Public Schools,Y,167
West Central Primary Fluvanna County Public Schools,N,143
West Central Primary Fluvanna County Public Schools,Y,112
West Gate Elementary Prince William County Public Schools,N,130
West Gate Elementary Prince William County Public Schools,Y,460
West Point Elementary West Point Public Schools,N,216
West Point Elementary West Point Public Schools,Y,145
West Point Middle/High West Point Public Schools,N,286
West Point Middle/High West Point Public Schools,Y,166
West Potomac High Fairfax County Public Schools,N,"1,418"
West Potomac High Fairfax County Public Schools,Y,"1,271"
West Salem Elementary Salem City Public Schools,N,267
West Salem Elementary Salem City Public Schools,Y,132
West Springfield Elementary Fairfax County Public Schools,N,529
West Springfield Elementary Fairfax County Public Schools,Y,47
West Springfield High Fairfax County Public Schools,N,"2,156"
West Springfield High Fairfax County Public Schools,Y,422
Westbriar Elementary Fairfax County Public Schools,N,737
Westbriar Elementary Fairfax County Public Schools,Y,49
Western Albemarle High Albemarle County Public Schools,N,"1,024"
Western Albemarle High Albemarle County Public Schools,Y,133
Western Branch High Chesapeake City Public Schools,N,"1,283"
Western Branch High Chesapeake City Public Schools,Y,851
Western Branch Intermediate Chesapeake City Public Schools,N,357
Western Branch Intermediate Chesapeake City Public Schools,Y,384
Western Branch Middle Chesapeake City Public Schools,N,510
Western Branch Middle Chesapeake City Public Schools,Y,400
Western Branch Primary Chesapeake City Public Schools,N,432
Western Branch Primary Chesapeake City Public Schools,Y,317
Westfield High Fairfax County Public Schools,N,"1,807"
Westfield High Fairfax County Public Schools,Y,842
Westgate Elementary Fairfax County Public Schools,N,388
Westgate Elementary Fairfax County Public Schools,Y,176
Westhaven Elementary Portsmouth City Public Schools,N,185
Westhaven Elementary Portsmouth City Public Schools,Y,286
Westlawn Elementary Fairfax County Public Schools,N,231
Westlawn Elementary Fairfax County Public Schools,Y,525
Westover Hills Elementary Richmond City Public Schools,N,121
Westover Hills Elementary Richmond City Public Schools,Y,247
Westridge Elementary Prince William County Public Schools,N,508
Westridge Elementary Prince William County Public Schools,Y,180
Westside Elementary Isle of Wight County Public Schools,N,520
Westside Elementary Isle of Wight County Public Schools,Y,204
Westside Elementary Roanoke City Public Schools,N,206
Westside Elementary Roanoke City Public Schools,Y,477
Westview Early Childhood Education Center Petersburg City Public Schools,N,160
Westview Early Childhood Education Center Petersburg City Public Schools,Y,164
Westwood Hills Elementary Waynesboro City Public Schools,N,206
Westwood Hills Elementary Waynesboro City Public Schools,Y,175
Westwood Middle Danville City Public Schools,N,495
Westwood Middle Danville City Public Schools,Y,66
Weyanoke Elementary Fairfax County Public Schools,N,183
Weyanoke Elementary Fairfax County Public Schools,Y,366
White Oaks Elementary Fairfax County Public Schools,N,542
White Oaks Elementary Fairfax County Public Schools,Y,177
White Oaks Elementary Virginia Beach City Public Schools,N,307
White Oaks Elementary Virginia Beach City Public Schools,Y,324
Whitman Middle Fairfax County Public Schools,N,348
Whitman Middle Fairfax County Public Schools,Y,532
Widewater Elementary Stafford County Public Schools,N,319
Widewater Elementary Stafford County Public Schools,Y,274
Wilbur S. Pence Middle Rockingham County Public Schools,N,412
Wilbur S. Pence Middle Rockingham County Public Schools,Y,291
Wilderness Elementary Spotsylvania County Public Schools,N,380
Wilderness Elementary Spotsylvania County Public Schools,Y,260
Willard Middle Loudoun County Public Schools,N,"1,443"
Willard Middle Loudoun County Public Schools,Y,130
Willard Model Elementary Norfolk City Public Schools,N,188
Willard Model Elementary Norfolk City Public Schools,Y,300
William A. Walton Elementary Prince George County Public Schools,N,264
William A. Walton Elementary Prince George County Public Schools,Y,293
William Byrd High Roanoke County Public Schools,N,721
William Byrd High Roanoke County Public Schools,Y,386
William Byrd Middle Roanoke County Public Schools,N,561
William Byrd Middle Roanoke County Public Schools,Y,306
William Campbell High Campbell County Public Schools,N,157
William Campbell High Campbell County Public Schools,Y,250
William E. Waters Middle Portsmouth City Public Schools,N,253
William E. Waters Middle Portsmouth City Public Schools,Y,317
William Fleming High Roanoke City Public Schools,N,774
William Fleming High Roanoke City Public Schools,Y,"1,054"
William Fox Elementary Richmond City Public Schools,N,215
William Fox Elementary Richmond City Public Schools,Y,143
William H. Ruffner Middle Norfolk City Public Schools,N,64
William H. Ruffner Middle Norfolk City Public Schools,Y,460
William H. Wetsel Middle Madison County Public Schools,N,219
William H. Wetsel Middle Madison County Public Schools,Y,169
William M. Bass Elementary Lynchburg City Public Schools,N,42
William M. Bass Elementary Lynchburg City Public Schools,Y,150
William Mason Cooper Elementary Hampton City Public Schools,N,248
William Mason Cooper Elementary Hampton City Public Schools,Y,109
William Monroe High Greene County Public Schools,N,526
William Monroe High Greene County Public Schools,Y,429
William Monroe Middle Greene County Public Schools,N,385
William Monroe Middle Greene County Public Schools,Y,327
William Perry Elementary Waynesboro City Public Schools,N,142
William Perry Elementary Waynesboro City Public Schools,Y,287
William Ramsay Elementary Alexandria City Public Schools,N,158
William Ramsay Elementary Alexandria City Public Schools,Y,440
Williams Elementary Virginia Beach City Public Schools,N,101
Williams Elementary Virginia Beach City Public Schools,Y,333
Williamsburg Middle Arlington County Public Schools,N,812
Williamsburg Middle Arlington County Public Schools,Y,28
Willis A. Jenkins Elementary Newport News City Public Schools,N,141
Willis A. Jenkins Elementary Newport News City Public Schools,Y,328
Willis Elementary Floyd County Public Schools,N,84
Willis Elementary Floyd County Public Schools,Y,94
Willoughby Early Childhood Center Norfolk City Public Schools,N,80
Willoughby Early Childhood Center Norfolk City Public Schools,Y,43
Willow Springs Elementary Fairfax County Public Schools,N,794
Willow Springs Elementary Fairfax County Public Schools,Y,118
Wilson Elementary Augusta County Public Schools,N,332
Wilson Elementary Augusta County Public Schools,Y,329
Wilson Memorial High Augusta County Public Schools,N,511
Wilson Memorial High Augusta County Public Schools,Y,312
