Disabled,Total Count,Sch_Div
Y,40,Graham Intermediate Tazewell County Public Schools
N,316,Graham Middle Tazewell County Public Schools
Y,73,Graham Middle Tazewell County Public Schools
N,463,Richlands Elementary Tazewell County Public Schools
Y,117,Richlands Elementary Tazewell County Public Schools
N,539,Richlands High Tazewell County Public Schools
Y,141,Richlands High Tazewell County Public Schools
N,388,Richlands Middle Tazewell County Public Schools
Y,77,Richlands Middle Tazewell County Public Schools
N,408,Tazewell High Tazewell County Public Schools
Y,106,Tazewell High Tazewell County Public Schools
N,289,Tazewell Intermediate Tazewell County Public Schools
Y,66,Tazewell Intermediate Tazewell County Public Schools
N,306,Tazewell Middle Tazewell County Public Schools
Y,60,Tazewell Middle Tazewell County Public Schools
N,367,Tazewell Primary Tazewell County Public Schools
Y,44,Tazewell Primary Tazewell County Public Schools
N,525,Alanton Elementary Virginia Beach City Public Schools
Y,75,Alanton Elementary Virginia Beach City Public Schools
N,439,Arrowhead Elementary Virginia Beach City Public Schools
Y,80,Arrowhead Elementary Virginia Beach City Public Schools
N,296,Bayside 6th Grade Campus Virginia Beach City Public Schools
Y,52,Bayside 6th Grade Campus Virginia Beach City Public Schools
N,407,Bayside Elementary Virginia Beach City Public Schools
Y,82,Bayside Elementary Virginia Beach City Public Schools
N,"1,692",Bayside High Virginia Beach City Public Schools
Y,254,Bayside High Virginia Beach City Public Schools
N,662,Bayside Middle Virginia Beach City Public Schools
Y,102,Bayside Middle Virginia Beach City Public Schools
N,492,Birdneck Elementary Virginia Beach City Public Schools
Y,130,Birdneck Elementary Virginia Beach City Public Schools
N,931,Brandon Middle Virginia Beach City Public Schools
Y,154,Brandon Middle Virginia Beach City Public Schools
N,483,Brookwood Elementary Virginia Beach City Public Schools
Y,85,Brookwood Elementary Virginia Beach City Public Schools
N,557,Centerville Elementary Virginia Beach City Public Schools
Y,65,Centerville Elementary Virginia Beach City Public Schools
N,603,Christopher Farms Elementary Virginia Beach City Public Schools
Y,54,Christopher Farms Elementary Virginia Beach City Public Schools
N,429,College Park Elementary Virginia Beach City Public Schools
Y,59,College Park Elementary Virginia Beach City Public Schools
N,318,Corporate Landing Elementary Virginia Beach City Public Schools
Y,84,Corporate Landing Elementary Virginia Beach City Public Schools
N,902,Corporate Landing Middle Virginia Beach City Public Schools
Y,166,Corporate Landing Middle Virginia Beach City Public Schools
N,275,Creeds Elementary Virginia Beach City Public Schools
Y,32,Creeds Elementary Virginia Beach City Public Schools
N,464,Diamond Springs Elementary Virginia Beach City Public Schools
Y,63,Diamond Springs Elementary Virginia Beach City Public Schools
N,442,Fairfield Elementary Virginia Beach City Public Schools
Y,70,Fairfield Elementary Virginia Beach City Public Schools
N,"1,600",First Colonial High Virginia Beach City Public Schools
Y,207,First Colonial High Virginia Beach City Public Schools
N,"1,726",Floyd Kellam High Virginia Beach City Public Schools
Y,181,Floyd Kellam High Virginia Beach City Public Schools
N,"1,514",Frank W. Cox High Virginia Beach City Public Schools
Y,206,Frank W. Cox High Virginia Beach City Public Schools
N,814,Glenwood Elementary Virginia Beach City Public Schools
Y,155,Glenwood Elementary Virginia Beach City Public Schools
N,954,Great Neck Middle Virginia Beach City Public Schools
Y,124,Great Neck Middle Virginia Beach City Public Schools
N,370,Green Run Collegiate Virginia Beach City Public Schools
Y,30,Green Run Collegiate Virginia Beach City Public Schools
N,269,Green Run Elementary Virginia Beach City Public Schools
Y,47,Green Run Elementary Virginia Beach City Public Schools
N,"1,238",Green Run High Virginia Beach City Public Schools
Y,233,Green Run High Virginia Beach City Public Schools
N,423,Hermitage Elementary Virginia Beach City Public Schools
Y,74,Hermitage Elementary Virginia Beach City Public Schools
N,407,Holland Elementary Virginia Beach City Public Schools
Y,52,Holland Elementary Virginia Beach City Public Schools
N,"1,005",Independence Middle Virginia Beach City Public Schools
Y,195,Independence Middle Virginia Beach City Public Schools
N,482,Indian Lakes Elementary Virginia Beach City Public Schools
Y,75,Indian Lakes Elementary Virginia Beach City Public Schools
N,662,John B. Dey Elementary Virginia Beach City Public Schools
Y,88,John B. Dey Elementary Virginia Beach City Public Schools
N,368,Kempsville Elementary Virginia Beach City Public Schools
Y,72,Kempsville Elementary Virginia Beach City Public Schools
N,"1,719",Kempsville High Virginia Beach City Public Schools
Y,217,Kempsville High Virginia Beach City Public Schools
N,411,Kempsville Meadows Elementary Virginia Beach City Public Schools
Y,58,Kempsville Meadows Elementary Virginia Beach City Public Schools
N,673,Kempsville Middle Virginia Beach City Public Schools
Y,114,Kempsville Middle Virginia Beach City Public Schools
N,430,King's Grant Elementary Virginia Beach City Public Schools
Y,69,King's Grant Elementary Virginia Beach City Public Schools
N,445,Kingston Elementary Virginia Beach City Public Schools
Y,47,Kingston Elementary Virginia Beach City Public Schools
N,617,Landstown Elementary Virginia Beach City Public Schools
Y,98,Landstown Elementary Virginia Beach City Public Schools
N,"1,972",Landstown High Virginia Beach City Public Schools
Y,225,Landstown High Virginia Beach City Public Schools
N,"1,176",Landstown Middle Virginia Beach City Public Schools
Y,173,Landstown Middle Virginia Beach City Public Schools
N,"1,327",Larkspur Middle Virginia Beach City Public Schools
Y,226,Larkspur Middle Virginia Beach City Public Schools
N,440,Linkhorn Park Elementary Virginia Beach City Public Schools
Y,72,Linkhorn Park Elementary Virginia Beach City Public Schools
N,395,Luxford Elementary Virginia Beach City Public Schools
Y,70,Luxford Elementary Virginia Beach City Public Schools
N,320,Lynnhaven Elementary Virginia Beach City Public Schools
Y,45,Lynnhaven Elementary Virginia Beach City Public Schools
N,804,Lynnhaven Middle Virginia Beach City Public Schools
Y,142,Lynnhaven Middle Virginia Beach City Public Schools
N,307,Malibu Elementary Virginia Beach City Public Schools
Y,65,Malibu Elementary Virginia Beach City Public Schools
N,613,New Castle Elementary Virginia Beach City Public Schools
Y,87,New Castle Elementary Virginia Beach City Public Schools
N,361,Newtown Elementary Virginia Beach City Public Schools
Y,66,Newtown Elementary Virginia Beach City Public Schools
N,412,North Landing Elementary Virginia Beach City Public Schools
Y,41,North Landing Elementary Virginia Beach City Public Schools
N,507,Ocean Lakes Elementary Virginia Beach City Public Schools
Y,74,Ocean Lakes Elementary Virginia Beach City Public Schools
N,"1,767",Ocean Lakes High Virginia Beach City Public Schools
Y,212,Ocean Lakes High Virginia Beach City Public Schools
N,"1,290",Old Donation School Virginia Beach City Public Schools
Y,16,Old Donation School Virginia Beach City Public Schools
N,415,Parkway Elementary Virginia Beach City Public Schools
Y,50,Parkway Elementary Virginia Beach City Public Schools
N,343,Pembroke Elementary Virginia Beach City Public Schools
Y,145,Pembroke Elementary Virginia Beach City Public Schools
N,423,Pembroke Meadows Elementary Virginia Beach City Public Schools
Y,62,Pembroke Meadows Elementary Virginia Beach City Public Schools
N,914,Plaza Middle Virginia Beach City Public Schools
Y,115,Plaza Middle Virginia Beach City Public Schools
N,632,Point O' View Elementary Virginia Beach City Public Schools
Y,115,Point O' View Elementary Virginia Beach City Public Schools
N,559,Princess Anne Elementary Virginia Beach City Public Schools
Y,82,Princess Anne Elementary Virginia Beach City Public Schools
N,"1,482",Princess Anne High Virginia Beach City Public Schools
Y,227,Princess Anne High Virginia Beach City Public Schools
N,"1,191",Princess Anne Middle Virginia Beach City Public Schools
Y,149,Princess Anne Middle Virginia Beach City Public Schools
N,473,Providence Elementary Virginia Beach City Public Schools
Y,61,Providence Elementary Virginia Beach City Public Schools
N,521,Red Mill Elementary Virginia Beach City Public Schools
Y,68,Red Mill Elementary Virginia Beach City Public Schools
N,373,Rosemont Elementary Virginia Beach City Public Schools
Y,57,Rosemont Elementary Virginia Beach City Public Schools
N,469,Rosemont Forest Elementary Virginia Beach City Public Schools
Y,54,Rosemont Forest Elementary Virginia Beach City Public Schools
N,486,Salem Elementary Virginia Beach City Public Schools
Y,49,Salem Elementary Virginia Beach City Public Schools
N,"1,484",Salem High Virginia Beach City Public Schools
Y,180,Salem High Virginia Beach City Public Schools
N,998,Salem Middle Virginia Beach City Public Schools
Y,117,Salem Middle Virginia Beach City Public Schools
N,332,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Y,37,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
N,352,Shelton Park Elementary Virginia Beach City Public Schools
Y,69,Shelton Park Elementary Virginia Beach City Public Schools
N,538,Strawbridge Elementary Virginia Beach City Public Schools
Y,54,Strawbridge Elementary Virginia Beach City Public Schools
N,494,Tallwood Elementary Virginia Beach City Public Schools
Y,70,Tallwood Elementary Virginia Beach City Public Schools
N,"1,596",Tallwood High Virginia Beach City Public Schools
Y,240,Tallwood High Virginia Beach City Public Schools
N,504,Thalia Elementary Virginia Beach City Public Schools
Y,40,Thalia Elementary Virginia Beach City Public Schools
N,658,Thoroughgood Elementary Virginia Beach City Public Schools
Y,69,Thoroughgood Elementary Virginia Beach City Public Schools
N,586,Three Oaks Elementary Virginia Beach City Public Schools
Y,70,Three Oaks Elementary Virginia Beach City Public Schools
N,450,Trantwood Elementary Virginia Beach City Public Schools
Y,61,Trantwood Elementary Virginia Beach City Public Schools
N,538,Virginia Beach Middle Virginia Beach City Public Schools
Y,81,Virginia Beach Middle Virginia Beach City Public Schools
N,473,W.T. Cooke Elementary Virginia Beach City Public Schools
Y,54,W.T. Cooke Elementary Virginia Beach City Public Schools
N,530,White Oaks Elementary Virginia Beach City Public Schools
Y,101,White Oaks Elementary Virginia Beach City Public Schools
N,365,Williams Elementary Virginia Beach City Public Schools
Y,69,Williams Elementary Virginia Beach City Public Schools
N,440,Windsor Oaks Elementary Virginia Beach City Public Schools
Y,62,Windsor Oaks Elementary Virginia Beach City Public Schools
N,329,Windsor Woods Elementary Virginia Beach City Public Schools
Y,90,Windsor Woods Elementary Virginia Beach City Public Schools
N,585,Woodstock Elementary Virginia Beach City Public Schools
Y,69,Woodstock Elementary Virginia Beach City Public Schools
N,253,A.S. Rhodes Elementary Warren County Public Schools
Y,15,A.S. Rhodes Elementary Warren County Public Schools
N,418,E. Wilson Morrison Elementary Warren County Public Schools
Y,60,E. Wilson Morrison Elementary Warren County Public Schools
N,387,Hilda J. Barbour Elementary Warren County Public Schools
Y,50,Hilda J. Barbour Elementary Warren County Public Schools
N,462,Leslie Fox Keyser Elementary Warren County Public Schools
Y,61,Leslie Fox Keyser Elementary Warren County Public Schools
N,520,Ressie Jeffries Elementary Warren County Public Schools
Y,72,Ressie Jeffries Elementary Warren County Public Schools
N,765,Skyline High Warren County Public Schools
Y,116,Skyline High Warren County Public Schools
N,505,Skyline Middle Warren County Public Schools
Y,79,Skyline Middle Warren County Public Schools
N,722,Warren County High Warren County Public Schools
Y,129,Warren County High Warren County Public Schools
N,487,Warren County Middle Warren County Public Schools
Y,71,Warren County Middle Warren County Public Schools
N,372,Abingdon Elementary Washington County Public Schools
Y,69,Abingdon Elementary Washington County Public Schools
N,711,Abingdon High Washington County Public Schools
Y,150,Abingdon High Washington County Public Schools
N,143,Damascus Middle Washington County Public Schools
Y,22,Damascus Middle Washington County Public Schools
N,550,E.B. Stanley Middle Washington County Public Schools
